radio_type,carrier,interval,timestamp,RTT1,RTT2,Network,KeepOrDrop
5G-SA-Low-Band,TMobile,14.3,1606656603673,140,140,6,YEP
5G-SA-Low-Band,TMobile,14.4,1606656618213,607,608,6,YEP
5G-SA-Low-Band,TMobile,14.5,1606656633321,140,140,6,YEP
5G-SA-Low-Band,TMobile,14.6,1606656648061,1452,1453,6,YEP
5G-SA-Low-Band,TMobile,14.7,1606656664214,99,100,6,YEP
5G-SA-Low-Band,TMobile,14.8,1606656679114,1123,1123,6,YEP
5G-SA-Low-Band,TMobile,14.9,1606656700137,596,597,6,OUT
5G-SA-Low-Band,TMobile,15,1606656715734,1643,1643,6,YEP
5G-SA-Low-Band,TMobile,15.1,1606656732477,1545,1545,6,YEP
5G-SA-Low-Band,TMobile,15.2,1606656749222,1413,1413,6,YEP
5G-SA-Low-Band,TMobile,15.3,1606656765935,1343,1343,6,YEP
5G-SA-Low-Band,TMobile,15.4,1606656782678,1245,1245,6,YEP
5G-SA-Low-Band,TMobile,15.5,1606656799423,1151,1152,6,YEP
5G-SA-Low-Band,TMobile,15.6,1606656816175,1042,1043,6,YEP
5G-SA-Low-Band,TMobile,15.7,1606656832918,915,914,6,YEP
5G-SA-Low-Band,TMobile,15.8,1606656849633,846,846,6,YEP
5G-SA-Low-Band,TMobile,15.9,1606656866379,744,744,6,YEP
5G-SA-Low-Band,TMobile,16,1606656883123,648,649,6,YEP
5G-SA-Low-Band,TMobile,16.1,1606656899872,550,550,6,YEP
5G-SA-Low-Band,TMobile,16.2,1606656916622,1691,1691,6,YEP
5G-SA-Low-Band,TMobile,16.3,1606656934613,1640,1640,6,YEP
5G-SA-Low-Band,TMobile,16.4,1606656952654,1526,1526,6,YEP
5G-SA-Low-Band,TMobile,16.5,1606656970680,1393,1394,6,YEP
5G-SA-Low-Band,TMobile,10.3,1606658130701,1097,1096,6,YEP
5G-SA-Low-Band,TMobile,10.4,1606658142197,120,120,6,YEP
5G-SA-Low-Band,TMobile,10.5,1606658152817,715,715,6,YEP
5G-SA-Low-Band,TMobile,10.6,1606658164132,119,120,6,YEP
5G-SA-Low-Band,TMobile,10.7,1606658174952,1625,1625,6,YEP
5G-SA-Low-Band,TMobile,10.8,1606658187377,79,80,6,YEP
5G-SA-Low-Band,TMobile,10.9,1606658198357,1263,1263,6,YEP
5G-SA-Low-Band,TMobile,11,1606658210620,79,80,6,BAD
5G-SA-Low-Band,TMobile,11.1,1606658221800,833,833,6,YEP
5G-SA-Low-Band,TMobile,11.2,1606658233833,119,120,6,YEP
5G-SA-Low-Band,TMobile,11.3,1606658245253,427,427,6,YEP
5G-SA-Low-Band,TMobile,11.4,1606658257080,120,120,6,YEP
5G-SA-Low-Band,TMobile,11.5,1606658268700,1319,1320,6,YEP
5G-SA-Low-Band,TMobile,11.6,1606658281620,79,80,6,YEP
5G-SA-Low-Band,TMobile,11.7,1606658293400,919,919,6,YEP
5G-SA-Low-Band,TMobile,11.8,1606658306119,79,80,6,YEP
5G-SA-Low-Band,TMobile,11.9,1606658318099,551,551,6,YEP
5G-SA-Low-Band,TMobile,12,1606658330650,119,120,6,YEP
5G-SA-Low-Band,TMobile,12.1,1606658342870,1389,1389,6,YEP
5G-SA-Low-Band,TMobile,12.2,1606658356459,80,80,6,YEP
5G-SA-Low-Band,TMobile,12.3,1606658368839,1021,1021,6,YEP
5G-SA-Low-Band,TMobile,12.4,1606658382260,79,80,6,YEP
5G-SA-Low-Band,TMobile,12.5,1606658394840,600,600,6,YEP
5G-SA-Low-Band,TMobile,12.6,1606658408040,119,120,6,YEP
5G-SA-Low-Band,TMobile,12.7,1606658420860,1475,1475,6,YEP
5G-SA-Low-Band,TMobile,12.8,1606658435135,119,120,6,YEP
5G-SA-Low-Band,TMobile,12.9,1606658448155,1065,1065,6,YEP
5G-SA-Low-Band,TMobile,13,1606658462220,79,80,6,YEP
5G-SA-Low-Band,TMobile,13.1,1606658475400,671,672,6,YEP
5G-SA-Low-Band,TMobile,13.2,1606658489272,80,80,6,YEP
5G-SA-Low-Band,TMobile,13.3,1606658502652,1583,1584,6,YEP
5G-SA-Low-Band,TMobile,13.4,1606658517636,79,80,6,YEP
5G-SA-Low-Band,TMobile,13.5,1606658531216,1183,1184,6,YEP
5G-SA-Low-Band,TMobile,13.6,1606658546000,79,80,6,YEP
5G-SA-Low-Band,TMobile,13.7,1606658559780,100,100,6,BAD
5G-SA-Low-Band,TMobile,13.8,1606658573680,972,972,6,YEP
5G-SA-Low-Band,TMobile,13.9,1606658588552,100,100,6,YEP
5G-SA-Low-Band,TMobile,14,1606658602652,1444,1444,6,YEP
5G-SA-Low-Band,TMobile,14.1,1606658618196,99,100,6,YEP
5G-SA-Low-Band,TMobile,14.2,1606658632496,1043,1044,6,YEP
5G-SA-Low-Band,TMobile,14.3,1606658647840,99,100,6,YEP
5G-SA-Low-Band,TMobile,14.4,1606658662340,653,653,6,YEP
5G-SA-Low-Band,TMobile,14.5,1606658677493,139,140,6,YEP
5G-SA-Low-Band,TMobile,14.6,1606658692233,1444,1444,6,YEP
5G-SA-Low-Band,TMobile,14.7,1606658708377,139,140,6,YEP
5G-SA-Low-Band,TMobile,14.8,1606658723317,1082,1083,6,YEP
5G-SA-Low-Band,TMobile,14.9,1606658744300,593,593,6,OUT
5G-SA-Low-Band,TMobile,15,1606658759893,1643,1644,6,YEP
5G-SA-Low-Band,TMobile,15.1,1606658776637,1542,1543,6,YEP
5G-SA-Low-Band,TMobile,15.2,1606658793380,1409,1410,6,YEP
5G-SA-Low-Band,TMobile,15.3,1606658810090,1353,1354,6,YEP
5G-SA-Low-Band,TMobile,15.4,1606658826844,1247,1247,6,YEP
5G-SA-Low-Band,TMobile,15.5,1606658843591,1148,1147,6,YEP
5G-SA-Low-Band,TMobile,15.6,1606658860339,1041,1041,6,YEP
5G-SA-Low-Band,TMobile,15.7,1606658877080,910,911,6,YEP
5G-SA-Low-Band,TMobile,15.8,1606658893791,859,860,6,YEP
5G-SA-Low-Band,TMobile,15.9,1606658910551,827,828,6,YEP
5G-SA-Low-Band,TMobile,16,1606658927379,532,533,6,YEP
5G-SA-Low-Band,TMobile,16.1,1606658944012,544,543,6,YEP
5G-SA-Low-Band,TMobile,16.2,1606658960755,456,457,6,YEP
5G-SA-Low-Band,TMobile,16.3,1606658977512,1622,1623,6,YEP
5G-SA-Low-Band,TMobile,16.4,1606658995535,1539,1539,6,YEP
5G-SA-Low-Band,TMobile,16.5,1606659013575,1386,1385,6,YEP
5G-SA-Low-Band,TMobile,16.6,1606659031560,1335,1336,6,YEP
5G-SA-Low-Band,TMobile,16.7,1606659049596,1223,1224,6,YEP
5G-SA-Low-Band,TMobile,16.8,1606659067620,1089,1090,6,YEP
5G-SA-Low-Band,TMobile,16.9,1606659085610,1026,1027,6,YEP
5G-SA-Low-Band,TMobile,17,1606659103637,922,923,6,YEP
5G-SA-Low-Band,TMobile,17.1,1606659121660,829,830,6,YEP
5G-SA-Low-Band,TMobile,17.2,1606659139690,726,727,6,YEP
5G-SA-Low-Band,TMobile,17.3,1606659157717,622,623,6,YEP
5G-SA-Low-Band,TMobile,17.4,1606659175740,530,531,6,YEP
5G-SA-Low-Band,TMobile,17.5,1606659193771,1706,1707,6,YEP
5G-SA-Low-Band,TMobile,17.6,1606659213078,1561,1562,6,YEP
5G-SA-Low-Band,TMobile,17.7,1606659232340,1511,1511,6,YEP
5G-SA-Low-Band,TMobile,17.8,1606659251651,1407,1407,6,YEP
5G-SA-Low-Band,TMobile,17.9,1606659270958,1302,1302,6,YEP
5G-SA-Low-Band,TMobile,18,1606659290260,1212,1212,6,YEP
5G-SA-Low-Band,TMobile,18.1,1606659309572,1066,1067,6,YEP
5G-SA-Low-Band,TMobile,18.2,1606659328839,1001,1001,6,YEP
5G-SA-Low-Band,TMobile,18.3,1606659348140,911,912,6,YEP
5G-SA-Low-Band,TMobile,18.4,1606659367452,807,807,6,YEP
5G-SA-Low-Band,TMobile,18.5,1606659386759,701,701,6,YEP
5G-SA-Low-Band,TMobile,18.6,1606659406060,573,573,6,YEP
5G-SA-Low-Band,TMobile,18.7,1606659425333,506,507,6,YEP
5G-SA-Low-Band,TMobile,18.8,1606659444640,1693,1693,6,YEP
5G-SA-Low-Band,TMobile,18.9,1606659465233,1581,1582,6,YEP
5G-SA-Low-Band,TMobile,19,1606659485815,1485,1485,6,YEP
5G-SA-Low-Band,TMobile,19.1,1606659506400,1391,1391,6,YEP
5G-SA-Low-Band,TMobile,19.2,1606659526992,1246,1245,6,YEP
5G-SA-Low-Band,TMobile,19.3,1606659547538,1224,1224,6,YEP
5G-SA-Low-Band,TMobile,19.4,1606659568162,1056,1056,6,YEP
5G-SA-Low-Band,TMobile,19.5,1606659588718,955,955,6,YEP
5G-SA-Low-Band,TMobile,19.6,1606659609273,889,889,6,YEP
5G-SA-Low-Band,TMobile,19.7,1606659629862,797,797,6,YEP
5G-SA-Low-Band,TMobile,19.8,1606659650459,683,683,6,YEP
5G-SA-Low-Band,TMobile,19.9,1606659671042,558,558,6,YEP
