Date,downlink_Mbps,uplink_Mbps,latency_ms,Speedtest_URL,sponsor_name,connection_mode,UE_model,Server_city,Server_state,country,carrier,radio_type,UE_Server_distance_km,type,UE_location
"01/14/2021, 2:09 AM",65.91078399999999,42.800136,47,https://www.speedtest.net/my-result/a/6927090384,T-Mobile,single,Samsung S20 Ultra 5G,St. Louis,MO,USA,TMobile,5G-SA-Low-Band,746.576,latency,"Minneapolis, MN"
"01/13/2021, 5:54 AM",213.348544,89.180904,31,https://www.speedtest.net/my-result/a/6924069253,T-Mobile,multi,Samsung S20 Ultra 5G,St. Louis,MO,USA,TMobile,5G-NSA-Low-Band,746.576,latency,"Minneapolis, MN"
"01/13/2021, 3:33 PM",47.347992,36.550832,47,https://www.speedtest.net/my-result/a/6925815577,T-Mobile,multi,Samsung S20 Ultra 5G,St. Louis,MO,USA,TMobile,5G-SA-Low-Band,746.576,latency,"Minneapolis, MN"
"01/13/2021, 12:50 AM",150.62741599999995,91.806288,29,https://www.speedtest.net/my-result/a/6923310357,T-Mobile,single,Samsung S20 Ultra 5G,St. Louis,MO,USA,TMobile,5G-NSA-Low-Band,746.576,latency,"Minneapolis, MN"
"01/21/2021, 11:15 PM",106.704456,64.023736,32,https://www.speedtest.net/my-result/a/6954902216,Verizon,multi,Samsung S20 Ultra 5G,St. Louis,MO,USA,Verizon,5G-NSA-Low-Band,748.185,latency,"Minneapolis, MN"
"12/31/2020, 2:39 AM",1101.355008,63.495096,25,https://www.speedtest.net/my-result/a/6881300485,Verizon,multi,Pixel 5,St. Louis,MO,USA,Verizon,5G-NSA-mmWave,748.185,latency,"Minneapolis, MN"
"01/04/2021, 1:12 AM",1289.271952,56.898959999999995,26,https://www.speedtest.net/my-result/a/6892961675,Verizon,single,Pixel 5,St. Louis,MO,USA,Verizon,5G-NSA-mmWave,748.185,latency,"Minneapolis, MN"
"01/14/2021, 2:35 AM",79.76208000000003,73.581632,34,https://www.speedtest.net/my-result/a/6927152432,Verizon,single,Samsung S20 Ultra 5G,St. Louis,MO,USA,Verizon,5G-NSA-Low-Band,748.185,latency,"Minneapolis, MN"
"01/16/2021, 12:57 AM",66.793008,33.5898,37,https://www.speedtest.net/my-result/a/6934088799,Verizon,multi,Samsung S20 Ultra 5G,St. Louis,MO,USA,Verizon,4G-LTE,748.185,latency,"Minneapolis, MN"
"01/13/2021, 12:51 AM",156.173104,96.224144,29,https://www.speedtest.net/my-result/a/6923312286,T-Mobile,single,Samsung S20 Ultra 5G,Indianapolis,IN,USA,TMobile,5G-NSA-Low-Band,815.763,latency,"Minneapolis, MN"
"01/13/2021, 12:44 PM",23.7502,28.402984000000004,44,https://www.speedtest.net/my-result/a/6925366042,T-Mobile,multi,Samsung S20 Ultra 5G,Indianapolis,IN,USA,TMobile,5G-SA-Low-Band,815.763,latency,"Minneapolis, MN"
"01/13/2021, 4:30 AM",152.62368,78.42188,29,https://www.speedtest.net/my-result/a/6923842622,T-Mobile,multi,Samsung S20 Ultra 5G,Indianapolis,IN,USA,TMobile,5G-NSA-Low-Band,815.763,latency,"Minneapolis, MN"
"01/13/2021, 9:11 PM",28.989856,38.59476,43,https://www.speedtest.net/my-result/a/6926478622,T-Mobile,single,Samsung S20 Ultra 5G,Indianapolis,IN,USA,TMobile,5G-SA-Low-Band,815.763,latency,"Minneapolis, MN"
"01/16/2021, 12:27 AM",50.38908,32.943528,50,https://www.speedtest.net/my-result/a/6934025237,Verizon,multi,Samsung S20 Ultra 5G,Indianapolis,IN,USA,Verizon,4G-LTE,818.9810000000001,latency,"Minneapolis, MN"
"01/17/2021, 11:53 PM",2867.379952,193.92696,40,https://www.speedtest.net/my-result/a/6940705552,Verizon,multi,Samsung S20 Ultra 5G,Indianapolis,IN,USA,Verizon,5G-NSA-mmWave,818.9810000000001,latency,"Minneapolis, MN"
"01/21/2021, 10:33 PM",162.99066399999995,66.946928,46,https://www.speedtest.net/my-result/a/6954822806,Verizon,multi,Samsung S20 Ultra 5G,Indianapolis,IN,USA,Verizon,5G-NSA-Low-Band,818.9810000000001,latency,"Minneapolis, MN"
"01/15/2021, 12:38 AM",511.84412000000003,70.319488,40,https://www.speedtest.net/my-result/a/6930476813,Verizon,single,Samsung S20 Ultra 5G,Indianapolis,IN,USA,Verizon,5G-NSA-mmWave,818.9810000000001,latency,"Minneapolis, MN"
"01/22/2021, 7:55 AM",117.411592,69.437264,46,https://www.speedtest.net/my-result/a/6956213280,Verizon,single,Samsung S20 Ultra 5G,Indianapolis,IN,USA,Verizon,5G-NSA-Low-Band,818.9810000000001,latency,"Minneapolis, MN"
"01/17/2021, 12:40 AM",142.162472,50.75428,46,https://www.speedtest.net/my-result/a/6937535030,Verizon,single,Samsung S20 Ultra 5G,Southfield,MI,USA,Verizon,5G-NSA-Low-Band,847.943,latency,"Minneapolis, MN"
"01/15/2021, 1:21 AM",1527.445008,71.070736,39,https://www.speedtest.net/my-result/a/6930569948,Verizon,single,Samsung S20 Ultra 5G,Southfield,MI,USA,Verizon,5G-NSA-mmWave,847.943,latency,"Minneapolis, MN"
"01/17/2021, 2:49 AM",76.32568,46.02829600000001,46,https://www.speedtest.net/my-result/a/6937807960,Verizon,multi,Samsung S20 Ultra 5G,Southfield,MI,USA,Verizon,5G-NSA-Low-Band,847.943,latency,"Minneapolis, MN"
"01/13/2021, 1:25 AM",2793.7538879999997,86.571464,39,https://www.speedtest.net/my-result/a/6923390107,Verizon,multi,Samsung S20 Ultra 5G,Southfield,MI,USA,Verizon,5G-NSA-mmWave,847.943,latency,"Minneapolis, MN"
"01/15/2021, 10:58 PM",155.909664,31.99132800000001,49,https://www.speedtest.net/my-result/a/6933847773,Verizon,multi,Samsung S20 Ultra 5G,Southfield,MI,USA,Verizon,4G-LTE,847.943,latency,"Minneapolis, MN"
"01/13/2021, 12:52 AM",148.912328,98.10424,31,https://www.speedtest.net/my-result/a/6923313951,T-Mobile,single,Samsung S20 Ultra 5G,Detroit,MI,USA,TMobile,5G-NSA-Low-Band,867.2510000000001,latency,"Minneapolis, MN"
"01/13/2021, 9:55 PM",32.755359999999996,38.806536,54,https://www.speedtest.net/my-result/a/6926563942,T-Mobile,single,Samsung S20 Ultra 5G,Detroit,MI,USA,TMobile,5G-SA-Low-Band,867.2510000000001,latency,"Minneapolis, MN"
"01/03/2021, 3:41 PM",150.81700800000004,104.852048,34,https://www.speedtest.net/my-result/a/6891999838,T-Mobile,multi,Pixel 5,Detroit,MI,USA,TMobile,5G-NSA-Low-Band,867.2510000000001,latency,"Minneapolis, MN"
"01/13/2021, 3:35 PM",36.10404000000001,38.22655200000001,55,https://www.speedtest.net/my-result/a/6925819326,T-Mobile,multi,Samsung S20 Ultra 5G,Detroit,MI,USA,TMobile,5G-SA-Low-Band,867.2510000000001,latency,"Minneapolis, MN"
"01/16/2021, 12:59 AM",63.210280000000004,30.310536,53,https://www.speedtest.net/my-result/a/6934094263,Verizon,multi,Samsung S20 Ultra 5G,Detroit,MI,USA,Verizon,4G-LTE,868.86,latency,"Minneapolis, MN"
"12/31/2020, 5:02 PM",1648.690136,75.827304,38,https://www.speedtest.net/my-result/a/6883321317,Verizon,multi,Pixel 5,Detroit,MI,USA,Verizon,5G-NSA-mmWave,868.86,latency,"Minneapolis, MN"
"01/16/2021, 7:11 PM",211.684304,62.796184,45,https://www.speedtest.net/my-result/a/6936940003,Verizon,multi,Samsung S20 Ultra 5G,Detroit,MI,USA,Verizon,5G-NSA-Low-Band,868.86,latency,"Minneapolis, MN"
"01/14/2021, 6:28 PM",357.60396000000014,103.771576,38,https://www.speedtest.net/my-result/a/6929766884,Verizon,single,Samsung S20 Ultra 5G,Detroit,MI,USA,Verizon,5G-NSA-mmWave,868.86,latency,"Minneapolis, MN"
"01/22/2021, 10:45 AM",12.635048,58.459096,45,https://www.speedtest.net/my-result/a/6956774127,Verizon,single,Samsung S20 Ultra 5G,Detroit,MI,USA,Verizon,5G-NSA-Low-Band,868.86,latency,"Minneapolis, MN"
"01/14/2021, 3:55 AM",41.816976000000004,40.376144000000004,38,https://www.speedtest.net/my-result/a/6927349029,T-Mobile,single,Samsung S20 Ultra 5G,Louisville,KY,USA,TMobile,5G-SA-Low-Band,968.618,latency,"Minneapolis, MN"
"01/13/2021, 1:35 AM",185.20188000000002,98.9496,43,https://www.speedtest.net/my-result/a/6923412601,T-Mobile,single,Samsung S20 Ultra 5G,Louisville,KY,USA,TMobile,5G-NSA-Low-Band,968.618,latency,"Minneapolis, MN"
"01/13/2021, 5:57 AM",190.912472,85.827864,45,https://www.speedtest.net/my-result/a/6924075838,T-Mobile,multi,Samsung S20 Ultra 5G,Louisville,KY,USA,TMobile,5G-NSA-Low-Band,968.618,latency,"Minneapolis, MN"
"01/13/2021, 2:10 PM",43.977056,36.391040000000004,38,https://www.speedtest.net/my-result/a/6925607885,T-Mobile,multi,Samsung S20 Ultra 5G,Louisville,KY,USA,TMobile,5G-SA-Low-Band,968.618,latency,"Minneapolis, MN"
"01/23/2021, 8:43 AM",95.024032,75.038064,51,https://www.speedtest.net/my-result/a/6959973886,Verizon,single,Samsung S20 Ultra 5G,Cincinnati,OH,USA,Verizon,5G-NSA-Low-Band,970.227,latency,"Minneapolis, MN"
"01/17/2021, 11:13 PM",732.343664,145.04452,45,https://www.speedtest.net/my-result/a/6940629049,Verizon,single,Samsung S20 Ultra 5G,Cincinnati,OH,USA,Verizon,5G-NSA-mmWave,970.227,latency,"Minneapolis, MN"
"01/22/2021, 2:57 AM",36.737704,72.798576,51,https://www.speedtest.net/my-result/a/6955385118,Verizon,multi,Samsung S20 Ultra 5G,Cincinnati,OH,USA,Verizon,5G-NSA-Low-Band,970.227,latency,"Minneapolis, MN"
"01/13/2021, 2:08 AM",2816.892704,100.60372,46,https://www.speedtest.net/my-result/a/6923489618,Verizon,multi,Samsung S20 Ultra 5G,Cincinnati,OH,USA,Verizon,5G-NSA-mmWave,970.227,latency,"Minneapolis, MN"
"01/15/2021, 9:31 PM",96.873824,31.527055999999998,55,https://www.speedtest.net/my-result/a/6933676927,Verizon,multi,Samsung S20 Ultra 5G,Cincinnati,OH,USA,Verizon,4G-LTE,970.227,latency,"Minneapolis, MN"
"01/13/2021, 10:39 PM",27.43264000000001,40.150856,43,https://www.speedtest.net/my-result/a/6926647777,T-Mobile,single,Samsung S20 Ultra 5G,Columbus,OH,USA,TMobile,5G-SA-Low-Band,1004.0160000000001,latency,"Minneapolis, MN"
"01/13/2021, 12:53 AM",149.397224,95.614112,38,https://www.speedtest.net/my-result/a/6923317379,T-Mobile,single,Samsung S20 Ultra 5G,Columbus,OH,USA,TMobile,5G-NSA-Low-Band,1004.0160000000001,latency,"Minneapolis, MN"
"01/13/2021, 3:50 AM",205.029848,90.516488,39,https://www.speedtest.net/my-result/a/6923739557,T-Mobile,multi,Samsung S20 Ultra 5G,Columbus,OH,USA,TMobile,5G-NSA-Low-Band,1004.0160000000001,latency,"Minneapolis, MN"
"01/13/2021, 6:46 PM",27.436584000000003,33.382528,43,https://www.speedtest.net/my-result/a/6926201033,T-Mobile,multi,Samsung S20 Ultra 5G,Columbus,OH,USA,TMobile,5G-SA-Low-Band,1004.0160000000001,latency,"Minneapolis, MN"
"01/13/2021, 5:58 AM",195.14352,85.864072,36,https://www.speedtest.net/my-result/a/6924080129,T-Mobile,multi,Samsung S20 Ultra 5G,Cleveland,OH,USA,TMobile,5G-NSA-Low-Band,1010.452,latency,"Minneapolis, MN"
"01/13/2021, 2:12 PM",37.502424,39.303144,58,https://www.speedtest.net/my-result/a/6925612537,T-Mobile,multi,Samsung S20 Ultra 5G,Cleveland,OH,USA,TMobile,5G-SA-Low-Band,1010.452,latency,"Minneapolis, MN"
"01/12/2021, 8:34 PM",152.68778400000005,74.68681600000002,36,https://www.speedtest.net/my-result/a/6922790301,T-Mobile,single,Samsung S20 Ultra 5G,Cleveland,OH,USA,TMobile,5G-NSA-Low-Band,1010.452,latency,"Minneapolis, MN"
"01/13/2021, 9:15 PM",27.283624,40.330224,59,https://www.speedtest.net/my-result/a/6926486166,T-Mobile,single,Samsung S20 Ultra 5G,Cleveland,OH,USA,TMobile,5G-SA-Low-Band,1010.452,latency,"Minneapolis, MN"
"01/22/2021, 12:51 AM",50.44696,61.26824000000001,53,https://www.speedtest.net/my-result/a/6955097455,Verizon,multi,Samsung S20 Ultra 5G,Cleveland,OH,USA,Verizon,5G-NSA-Low-Band,1012.061,latency,"Minneapolis, MN"
"01/04/2021, 5:14 AM",1166.799856,47.034232,47,https://www.speedtest.net/my-result/a/6893502991,Verizon,single,Pixel 5,Cleveland,OH,USA,Verizon,5G-NSA-mmWave,1012.061,latency,"Minneapolis, MN"
"01/13/2021, 12:44 AM",2814.33544,97.420784,47,https://www.speedtest.net/my-result/a/6923296305,Verizon,multi,Samsung S20 Ultra 5G,Cleveland,OH,USA,Verizon,5G-NSA-mmWave,1012.061,latency,"Minneapolis, MN"
"01/15/2021, 8:49 PM",149.56590400000005,32.109056,59,https://www.speedtest.net/my-result/a/6933596691,Verizon,multi,Samsung S20 Ultra 5G,Cleveland,OH,USA,Verizon,4G-LTE,1012.061,latency,"Minneapolis, MN"
"01/14/2021, 2:39 AM",76.55224799999998,73.510448,55,https://www.speedtest.net/my-result/a/6927161933,Verizon,single,Samsung S20 Ultra 5G,Cleveland,OH,USA,Verizon,5G-NSA-Low-Band,1012.061,latency,"Minneapolis, MN"
"01/13/2021, 7:25 AM",141.865936,76.445984,64,https://www.speedtest.net/my-result/a/6924345456,T-Mobile,multi,Samsung S20 Ultra 5G,Oklahoma City,OK,USA,TMobile,5G-NSA-Low-Band,1116.646,latency,"Minneapolis, MN"
"01/13/2021, 1:31 PM",29.473568,39.103224,52,https://www.speedtest.net/my-result/a/6925500207,T-Mobile,multi,Samsung S20 Ultra 5G,Oklahoma City,OK,USA,TMobile,5G-SA-Low-Band,1116.646,latency,"Minneapolis, MN"
"01/13/2021, 5:59 PM",42.4282,37.880424,61,https://www.speedtest.net/my-result/a/6926114142,T-Mobile,multi,Samsung S20 Ultra 5G,Aurora,CO,USA,TMobile,5G-SA-Low-Band,1116.646,latency,"Minneapolis, MN"
"01/15/2021, 9:32 PM",133.55721599999998,31.9104,61,https://www.speedtest.net/my-result/a/6933680143,Verizon,multi,Samsung S20 Ultra 5G,Oklahoma City,OK,USA,Verizon,4G-LTE,1116.646,latency,"Minneapolis, MN"
"01/13/2021, 1:27 AM",2804.287000000001,87.51224,51,https://www.speedtest.net/my-result/a/6923395235,Verizon,multi,Samsung S20 Ultra 5G,Oklahoma City,OK,USA,Verizon,5G-NSA-mmWave,1116.646,latency,"Minneapolis, MN"
"01/16/2021, 7:13 PM",172.65133600000001,62.1386,57,https://www.speedtest.net/my-result/a/6936944151,Verizon,multi,Samsung S20 Ultra 5G,Oklahoma City,OK,USA,Verizon,5G-NSA-Low-Band,1116.646,latency,"Minneapolis, MN"
"01/12/2021, 8:35 PM",126.94344,74.580088,68,https://www.speedtest.net/my-result/a/6922793541,T-Mobile,single,Samsung S20 Ultra 5G,Oklahoma City,OK,USA,TMobile,5G-NSA-Low-Band,1116.646,latency,"Minneapolis, MN"
"01/17/2021, 12:00 AM",62.81156,56.21461600000001,57,https://www.speedtest.net/my-result/a/6937459712,Verizon,single,Samsung S20 Ultra 5G,Oklahoma City,OK,USA,Verizon,5G-NSA-Low-Band,1116.646,latency,"Minneapolis, MN"
"01/23/2021, 11:49 AM",193.813176,203.949016,51,https://www.speedtest.net/my-result/a/6960574366,Verizon,single,Samsung S20 Ultra 5G,Oklahoma City,OK,USA,Verizon,5G-NSA-mmWave,1116.646,latency,"Minneapolis, MN"
"01/13/2021, 10:41 PM",38.026503999999996,41.158328000000004,52,https://www.speedtest.net/my-result/a/6926652191,T-Mobile,single,Samsung S20 Ultra 5G,Oklahoma City,OK,USA,TMobile,5G-SA-Low-Band,1116.646,latency,"Minneapolis, MN"
"01/13/2021, 2:20 AM",162.651928,95.656816,44,https://www.speedtest.net/my-result/a/6923518254,T-Mobile,single,Samsung S20 Ultra 5G,Aurora,CO,USA,TMobile,5G-NSA-Low-Band,1116.646,latency,"Minneapolis, MN"
"01/13/2021, 8:07 AM",161.260304,78.31212,45,https://www.speedtest.net/my-result/a/6924486602,T-Mobile,multi,Samsung S20 Ultra 5G,Aurora,CO,USA,TMobile,5G-NSA-Low-Band,1116.646,latency,"Minneapolis, MN"
"01/14/2021, 5:27 AM",63.527184,34.031496000000004,63,https://www.speedtest.net/my-result/a/6927587472,T-Mobile,single,Samsung S20 Ultra 5G,Aurora,CO,USA,TMobile,5G-SA-Low-Band,1116.646,latency,"Minneapolis, MN"
"01/16/2021, 12:32 AM",40.12612,35.222024,68,https://www.speedtest.net/my-result/a/6934035448,Verizon,multi,Samsung S20 Ultra 5G,Nashville,TN,USA,Verizon,4G-LTE,1118.255,latency,"Minneapolis, MN"
"01/17/2021, 12:01 AM",84.364896,58.188311999999996,63,https://www.speedtest.net/my-result/a/6937461325,Verizon,single,Samsung S20 Ultra 5G,Nashville,TN,USA,Verizon,5G-NSA-Low-Band,1118.255,latency,"Minneapolis, MN"
"01/15/2021, 12:43 AM",1110.7807599999999,70.989552,57,https://www.speedtest.net/my-result/a/6930486725,Verizon,single,Samsung S20 Ultra 5G,Nashville,TN,USA,Verizon,5G-NSA-mmWave,1118.255,latency,"Minneapolis, MN"
